asds_01GYX872BWWCGTZREHDT2AFF9D,numMinMaxOrRange,"Number - Min, Max, or Range","[{'"key'": '"min'", '"name'": '"min'", '"type'": '"number'", '"label'": '"Min'"}, {'"key'": '"max'", '"name'": '"max'", '"type'": '"number'", '"label'": '"Max'"}]",2023-05-18 17:03:18.954,2024-05-29 20:25:58.484,t,"{'"anyOf'": [{'"type'": '"object'", '"required'": ['"min'"], '"properties'": {'"max'": {'"not'": {}}, '"min'": {'"type'": '"number'"}}, '"additionalProperties'": false}, {'"type'": '"object'", '"required'": ['"max'"], '"properties'": {'"max'": {'"type'": '"number'"}, '"min'": {'"not'": {}}}, '"additionalProperties'": false}, {'"type'": '"object'", '"required'": ['"min'", '"max'"], '"properties'": {'"max'": {'"type'": '"number'"}, '"min'": {'"type'": '"number'"}}, '"additionalProperties'": false}], '"$schema'": '"http://json-schema.org/draft-07/schema#'"}"
asds_01GYX872BZDD4V7Z94VVAQN7TJ,accessInstructions,Access Instructions,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"required'": ['"access_type'", '"instructions'"], '"properties'": {'"access_type'": {'"enum'": ['"email'", '"file'", '"link'", '"location'", '"other'", '"phone'"], '"type'": '"string'"}, '"access_value'": {'"type'": ['"string'", '"null'"]}, '"instructions'": {'"type'": '"string'"}}}",2023-05-18 17:03:18.954,2023-05-18 17:03:18.954,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"required'": ['"access_type'", '"instructions'"], '"properties'": {'"access_type'": {'"enum'": ['"email'", '"file'", '"link'", '"location'", '"other'", '"phone'"], '"type'": '"string'"}, '"access_value'": {'"type'": ['"string'", '"null'"]}, '"instructions'": {'"type'": '"string'"}}}"
asds_01GYX872BYZQ6CC344S1SWTJ97,numRange,Number - Range,"[{'"key'": '"min'", '"name'": '"min'", '"type'": '"number'", '"label'": '"Min'"}, {'"key'": '"max'", '"name'": '"max'", '"type'": '"number'", '"label'": '"Max'"}]",2023-05-18 17:03:18.954,2024-05-29 20:25:57.452,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"required'": ['"min'", '"max'"], '"properties'": {'"max'": {'"type'": '"number'"}, '"min'": {'"type'": '"number'"}}}"
asds_01GYX872BZE4TN1MJHMTGVAYZ0,numMin,Number - Min,"[{'"key'": '"min'", '"name'": '"min'", '"type'": '"number'", '"label'": '"Min'"}]",2023-05-18 17:03:18.954,2024-05-29 20:25:57.452,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"required'": ['"min'"], '"properties'": {'"min'": {'"type'": '"number'"}}}"
asds_01GYX872BZNT0F6WH50XJQWM9G,numMax,Number - Max,"[{'"key'": '"max'", '"name'": '"max'", '"type'": '"number'", '"label'": '"Max'"}]",2023-05-18 17:03:18.954,2024-05-29 20:25:57.452,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"required'": ['"max'"], '"properties'": {'"max'": {'"type'": '"number'"}}}"
asds_01GYX872BZKJPVH6VHC0ABFH8A,number,Number,"[{'"key'": '"num'", '"name'": '"num'", '"type'": '"number'", '"label'": '"Number'"}]",2023-05-18 17:03:18.954,2024-05-29 20:25:57.452,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"required'": ['"num'"], '"properties'": {'"num'": {'"type'": '"number'"}}}"
asds_01GYX872BZSMTHYM4HYYTCENZM,incompatibleData,Data Migration - Incompatible data,"[{'"key'": '"incompatible'", '"name'": '"incompatible'", '"type'": '"text'", '"label'": '"Incompatible'"}]",2023-05-18 17:03:18.954,2024-05-29 20:25:57.452,t,"{'"type'": '"array'", '"items'": {'"type'": '"object'", '"additionalProperties'": {}}, '"$schema'": '"http://json-schema.org/draft-07/schema#'"}"
asds_01GYX872BZ7V6VQ3NE6KSVVRKH,otherDescribe,Other - Describe,"[{'"key'": '"other'", '"name'": '"other'", '"type'": '"text'", '"label'": '"Other'"}]",2023-05-18 17:03:18.954,2024-05-29 20:25:57.452,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"required'": ['"other'"], '"properties'": {'"other'": {'"type'": '"string'"}}}"
asds_01HSGTSP6SKA5NZS9J42Z8S5BT,currency,Currency,"[{'"key'": '"cost'", '"name'": '"cost'", '"type'": '"number'", '"label'": '"Cost'"}, {'"key'": '"currency'", '"name'": '"currency'", '"type'": '"text'", '"label'": '"Currency'"}]",2024-05-29 20:25:58.409,2024-05-29 20:25:58.409,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"required'": ['"cost'"], '"properties'": {'"cost'": {'"type'": '"number'"}, '"currency'": {'"type'": ['"string'", '"null'"]}}, '"additionalProperties'": false}"
asds_01HTJ6EZ419CVQCY4N8KAYYCMB,access-instruction-email,Access Instruction - Email,"[{'"key'": '"access_value'", '"name'": '"access_value'", '"type'": '"text'", '"label'": '"Email Address'"}]",2024-05-29 20:25:58.448,2024-05-29 20:25:58.448,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"properties'": {'"access_type'": {'"type'": '"string'", '"const'": '"email'", '"default'": '"email'"}, '"access_value'": {'"anyOf'": [{'"type'": '"string'", '"format'": '"email'"}, {'"type'": '"null'"}]}, '"instructions'": {'"type'": '"string'"}}, '"additionalProperties'": false}"
asds_01HTJ6EZ42H4YZ68RM1WDSEK89,access-instruction-file,Access Instruction - File,"[{'"key'": '"access_value'", '"name'": '"access_value'", '"type'": '"text'", '"label'": '"File URL'"}]",2024-05-29 20:25:58.448,2024-05-29 20:25:58.448,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"properties'": {'"access_type'": {'"type'": '"string'", '"const'": '"file'", '"default'": '"file'"}, '"access_value'": {'"anyOf'": [{'"type'": '"string'", '"format'": '"uri'"}, {'"type'": '"null'"}]}, '"instructions'": {'"type'": '"string'"}}, '"additionalProperties'": false}"
asds_01HTJ6EZ42PTQZG4SPQDBHM8BN,access-instruction-link,Access Instruction - Link,"[{'"key'": '"access_value'", '"name'": '"access_value'", '"type'": '"text'", '"label'": '"Link URL'"}]",2024-05-29 20:25:58.448,2024-05-29 20:25:58.448,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"properties'": {'"access_type'": {'"type'": '"string'", '"const'": '"link'", '"default'": '"link'"}, '"access_value'": {'"anyOf'": [{'"type'": '"string'", '"format'": '"uri'"}, {'"type'": '"null'"}]}, '"instructions'": {'"type'": '"string'"}}, '"additionalProperties'": false}"
asds_01HTJ6EZ42YHJT3CY7SK8N2WW6,access-instruction-location,Access Instruction - Location,"[{'"key'": '"access_value'", '"name'": '"access_value'", '"type'": '"text'", '"label'": '"Location'"}]",2024-05-29 20:25:58.448,2024-05-29 20:25:58.448,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"properties'": {'"access_type'": {'"type'": '"string'", '"const'": '"location'", '"default'": '"location'"}, '"access_value'": {'"type'": ['"string'", '"null'"]}, '"instructions'": {'"type'": '"string'"}}, '"additionalProperties'": false}"
asds_01HTJ6EZ42HTHRFAH0JDC2ZXG1,access-instruction-other,Access Instruction - Other,"[{'"key'": '"access_value'", '"name'": '"access_value'", '"type'": '"text'", '"label'": '"Other'"}]",2024-05-29 20:25:58.448,2024-05-29 20:25:58.448,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"properties'": {'"access_type'": {'"type'": '"string'", '"const'": '"other'", '"default'": '"other'"}, '"access_value'": {'"type'": ['"string'", '"null'"]}, '"instructions'": {'"type'": '"string'"}}, '"additionalProperties'": false}"
asds_01HTJ6EZ42TRHK12DVNDK8ZT02,access-instruction-phone,Access Instruction - Phone,"[{'"key'": '"access_value'", '"name'": '"access_value'", '"type'": '"text'", '"label'": '"Phone Number'"}]",2024-05-29 20:25:58.448,2024-05-29 20:25:58.448,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"properties'": {'"access_type'": {'"type'": '"string'", '"const'": '"phone'", '"default'": '"phone'"}, '"access_value'": {'"type'": ['"string'", '"null'"]}, '"instructions'": {'"type'": '"string'"}}, '"additionalProperties'": false}"
asds_01HTJ6EZ42GGZJ0R4S73T5KCNK,access-instruction-sms,Access Instruction - SMS,"[{'"key'": '"access_value'", '"name'": '"access_value'", '"type'": '"text'", '"label'": '"SMS Details'"}]",2024-05-29 20:25:58.448,2024-05-29 20:25:58.448,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"properties'": {'"sms_body'": {'"type'": '"string'"}, '"access_type'": {'"type'": '"string'", '"const'": '"sms'", '"default'": '"sms'"}, '"access_value'": {'"type'": ['"string'", '"null'"]}, '"instructions'": {'"type'": '"string'"}}, '"additionalProperties'": false}"
asds_01HTJ6EZ42V93736GW3DPM34V8,access-instruction-whatsapp,Access Instruction - WhatsApp,"[{'"key'": '"access_value'", '"name'": '"access_value'", '"type'": '"text'", '"label'": '"WhatsApp Number'"}]",2024-05-29 20:25:58.448,2024-05-29 20:25:58.448,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"properties'": {'"access_type'": {'"type'": '"string'", '"const'": '"whatsapp'", '"default'": '"whatsapp'"}, '"access_value'": {'"type'": ['"string'", '"null'"]}, '"instructions'": {'"type'": '"string'"}}, '"additionalProperties'": false}"
asds_01HTJ6EZ42KNM6A4BC02PXZFJH,access-instruction-publicTransport,Access Instruction - Public Transport,"[{'"key'": '"access_value'", '"name'": '"access_value'", '"type'": '"text'", '"label'": '"Public Transport Details'"}]",2024-05-29 20:25:58.448,2024-05-29 20:25:58.448,t,"{'"type'": '"object'", '"$schema'": '"http://json-schema.org/draft-07/schema#'", '"properties'": {'"access_type'": {'"type'": '"string'", '"const'": '"publicTransit'", '"default'": '"publicTransit'"}, '"access_value'": {'"type'": ['"string'", '"null'"]}, '"instructions'": {'"type'": '"string'"}}, '"additionalProperties'": false}"
